Date,Publisher,Campaign Name,Accrual campaign name,Concept Name,GEO,Impressions,Clicks
2023-10-18,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_West Bengal _W1 to W4 - 14th Oct to 10th Nov,West Bengal ,17090,215
2023-10-18,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_West Bengal _W1 to W4 - 14th Oct to 10th Nov,West Bengal ,17292,202
2023-10-18,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_West Bengal _W1 to W4 - 14th Oct to 10th Nov,West Bengal ,17532,200
2023-10-14,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Tamilnadu _W1 to W4 - 14th Oct to 10th Nov,,13305,181
2023-10-14,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Tamilnadu _W1 to W4 - 14th Oct to 10th Nov,,9139,103
2023-10-14,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Tamilnadu _W1 to W4 - 14th Oct to 10th Nov,,9031,110
2023-10-14,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Tamilnadu _W1 to W4 - 14th Oct to 10th Nov,,14809,180
2023-10-15,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Tamilnadu _W1 to W4 - 14th Oct to 10th Nov,,99862,1259
2023-10-15,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Tamilnadu _W1 to W4 - 14th Oct to 10th Nov,,10975,131
2023-10-15,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Tamilnadu _W1 to W4 - 14th Oct to 10th Nov,,11260,115
2023-10-15,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Tamilnadu _W1 to W4 - 14th Oct to 10th Nov,,11123,139
2023-10-16,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Tamilnadu _W1 to W4 - 14th Oct to 10th Nov,,68900,819
2023-10-16,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Tamilnadu _W1 to W4 - 14th Oct to 10th Nov,,8231,93
2023-10-16,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Tamilnadu _W1 to W4 - 14th Oct to 10th Nov,,8113,89
2023-10-16,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Tamilnadu _W1 to W4 - 14th Oct to 10th Nov,,12620,175
2023-10-17,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Tamilnadu _W1 to W4 - 14th Oct to 10th Nov,,8020,107
2023-10-17,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Tamilnadu _W1 to W4 - 14th Oct to 10th Nov,,7824,100
2023-10-17,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Tamilnadu _W1 to W4 - 14th Oct to 10th Nov,,8086,110
2023-10-17,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Tamilnadu _W1 to W4 - 14th Oct to 10th Nov,,71895,896
2023-10-18,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Tamilnadu _W1 to W4 - 14th Oct to 10th Nov,,12175,138
2023-10-18,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Tamilnadu _W1 to W4 - 14th Oct to 10th Nov,,7284,82
2023-10-18,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Tamilnadu _W1 to W4 - 14th Oct to 10th Nov,,7310,79
2023-10-18,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Amazon Apay_RO Tamilnadu _W1 to W4 - 14th Oct to 10th Nov,,61221,792
,Truecaller,Amz Pay Q3 23,Amz Pay Q3 23,Total,,9530400,122178
